TUpprol,IMpkill
0.1,0.1
0.30000000000000004,0.45000000000000007
0.4,0.275
0.2,0.625
0.25,0.36250000000000004
0.45000000000000007,0.7125
0.35,0.1875
0.15000000000000002,0.5375000000000001
0.17500000000000002,0.31875000000000003
0.375,0.6687500000000001
0.475,0.14375000000000002
0.275,0.49375
0.225,0.23125
0.42500000000000004,0.58125
0.325,0.40625
0.125,0.7562500000000001
0.1375,0.4281250000000001
0.3375,0.7781250000000001
0.4375,0.25312500000000004
0.23750000000000002,0.603125
0.2875,0.16562500000000002
0.48750000000000004,0.515625
0.38750000000000007,0.34062500000000007
0.1875,0.690625
0.1625,0.20937500000000003
0.36250000000000004,0.5593750000000001
0.4625,0.384375
0.2625,0.734375
0.21250000000000002,0.296875
0.4125,0.646875
0.3125,0.12187500000000001
0.1125,0.47187500000000004
0.11875000000000001,0.2859375
0.31875,0.6359375
0.41875000000000007,0.11093750000000001
0.21875,0.4609375
0.26875000000000004,0.19843750000000002
0.46875,0.5484375
0.36875,0.3734375
0.16875,0.7234375000000001
0.19375,0.1546875
0.39375000000000004,0.5046875000000001
0.49375,0.3296875
0.29375,0.6796875
0.24375000000000002,0.41718750000000004
0.44375,0.7671875
0.34375,0.24218750000000003
0.14375000000000002,0.5921875000000001
0.13125,0.26406250000000003
0.33125000000000004,0.6140625000000001
0.43125,0.4390625
0.23125,0.7890625
0.28125,0.3515625
0.48125000000000007,0.7015625000000001
0.38125,0.1765625
0.18125000000000002,0.5265625
0.15625,0.39531250000000007
0.35625000000000007,0.7453125
0.45625000000000004,0.22031250000000002
0.25625,0.5703125
0.20625000000000002,0.1328125
0.40625,0.4828125000000001
0.30625,0.30781250000000004
0.10625000000000001,0.6578125
0.109375,0.37890625
0.309375,0.7289062500000001
0.40937500000000004,0.20390625
0.209375,0.55390625
0.259375,0.11640625
0.459375,0.46640625
0.359375,0.29140625000000003
0.15937500000000002,0.6414062500000001
0.184375,0.24765625000000002
0.384375,0.59765625
0.484375,0.42265625000000007
0.28437500000000004,0.77265625
0.234375,0.33515625000000004
0.43437500000000007,0.68515625
0.334375,0.16015625
0.13437500000000002,0.5101562500000001
0.146875,0.18203125000000003
0.34687500000000004,0.5320312500000001
0.446875,0.35703125
0.246875,0.70703125
0.296875,0.44453125000000004
0.49687500000000007,0.79453125
0.396875,0.26953125
0.19687500000000002,0.61953125
0.171875,0.31328125000000007
0.37187500000000007,0.66328125
0.47187500000000004,0.13828125000000002
0.271875,0.48828125
0.22187500000000002,0.22578125000000002
0.421875,0.57578125
0.321875,0.4007812500000001
0.12187500000000001,0.7507812500000001
0.115625,0.19296875000000002
0.31562500000000004,0.54296875
0.415625,0.36796875000000007
0.215625,0.71796875
0.265625,0.28046875000000004
0.46562500000000007,0.63046875
0.365625,0.10546875
0.16562500000000002,0.4554687500000001
0.19062500000000002,0.41171875
0.390625,0.76171875
0.490625,0.23671875
0.290625,0.5867187500000001
0.240625,0.14921875
0.44062500000000004,0.49921875000000004
0.340625,0.32421875
0.140625,0.67421875
0.12812500000000002,0.34609375000000003
0.328125,0.6960937500000001
0.428125,0.17109375000000002
0.22812500000000002,0.52109375
0.278125,0.25859375
0.478125,0.60859375
0.37812500000000004,0.43359375
0.178125,0.7835937500000001
0.153125,0.12734375
0.353125,0.47734375000000007
0.453125,0.30234375
0.25312500000000004,0.65234375
0.203125,0.38984375000000004
0.40312500000000007,0.73984375
0.303125,0.21484375
0.10312500000000001,0.5648437500000001
0.1046875,0.33242187500000003
0.3046875,0.6824218750000001
0.4046875,0.15742187500000002
0.20468750000000002,0.507421875
0.2546875,0.244921875
0.4546875,0.594921875
0.35468750000000004,0.419921875
0.1546875,0.7699218750000001
0.1796875,0.113671875
0.37968750000000007,0.46367187500000007
0.47968750000000004,0.288671875
0.2796875,0.638671875
0.22968750000000002,0.37617187500000004
0.4296875,0.726171875
0.3296875,0.201171875
0.1296875,0.5511718750000001
0.14218750000000002,0.22304687500000003
0.3421875,0.5730468750000001
0.44218750000000007,0.398046875
0.2421875,0.748046875
0.29218750000000004,0.310546875
0.4921875,0.660546875
0.3921875,0.135546875
0.1921875,0.48554687500000004
0.1671875,0.4417968750000001
0.3671875,0.7917968750000001
0.4671875,0.26679687500000004
0.2671875,0.616796875
0.2171875,0.17929687500000002
0.41718750000000004,0.529296875
0.3171875,0.35429687500000007
0.1171875,0.704296875
0.1234375,0.146484375
0.32343750000000004,0.4964843750000001
0.4234375,0.32148437500000004
0.2234375,0.671484375
0.2734375,0.40898437500000007
0.47343750000000007,0.758984375
0.3734375,0.23398437500000002
0.17343750000000002,0.583984375
0.19843750000000002,0.27773437500000003
0.3984375,0.6277343750000001
0.4984375,0.102734375
0.2984375,0.452734375
0.2484375,0.190234375
0.44843750000000004,0.540234375
0.3484375,0.365234375
0.1484375,0.7152343750000001
0.13593750000000002,0.387109375
0.3359375,0.7371093750000001
0.4359375,0.21210937500000002
0.23593750000000002,0.562109375
0.2859375,0.12460937500000001
0.4859375,0.474609375
0.38593750000000004,0.299609375
0.1859375,0.649609375
0.1609375,0.255859375
0.3609375,0.605859375
0.4609375,0.43085937500000004
0.26093750000000004,0.780859375
0.2109375,0.343359375
0.41093750000000007,0.693359375
0.3109375,0.168359375
0.11093750000000001,0.5183593750000001
0.1078125,0.23945312500000002
0.30781250000000004,0.589453125
0.4078125,0.4144531250000001
0.2078125,0.7644531250000001
0.2578125,0.32695312500000007
0.45781250000000007,0.676953125
0.3578125,0.15195312500000002
0.15781250000000002,0.501953125
0.18281250000000002,0.370703125
0.3828125,0.720703125
0.4828125,0.19570312500000003
0.2828125,0.5457031250000001
0.2328125,0.10820312500000001
0.43281250000000004,0.45820312500000004
0.3328125,0.283203125
0.1328125,0.633203125
0.1453125,0.30507812500000003
0.3453125,0.6550781250000001
0.4453125,0.13007812500000002
0.24531250000000002,0.480078125
0.2953125,0.217578125
0.49531250000000004,0.567578125
0.39531250000000007,0.392578125
0.1953125,0.7425781250000001
0.1703125,0.173828125
0.37031250000000004,0.5238281250000001
0.4703125,0.34882812500000004
0.2703125,0.698828125
0.22031250000000002,0.43632812500000007
0.4203125,0.786328125
0.3203125,0.261328125
0.1203125,0.611328125
0.11406250000000001,0.425390625
0.3140625,0.775390625
0.4140625,0.25039062500000003
0.21406250000000002,0.6003906250000001
0.2640625,0.162890625
0.46406250000000004,0.512890625
0.36406250000000007,0.337890625
0.1640625,0.6878906250000001
0.18906250000000002,0.20664062500000002
0.3890625,0.556640625
0.48906250000000007,0.38164062500000007
0.2890625,0.731640625
0.2390625,0.29414062500000004
0.4390625,0.644140625
0.33906250000000004,0.119140625
0.1390625,0.4691406250000001
0.12656250000000002,0.141015625
0.3265625,0.49101562500000007
0.42656250000000007,0.316015625
0.2265625,0.666015625
0.27656250000000004,0.40351562500000004
0.4765625,0.753515625
0.3765625,0.22851562500000003
0.1765625,0.5785156250000001
0.15156250000000002,0.359765625
0.3515625,0.7097656250000001
0.4515625,0.18476562500000002
0.2515625,0.534765625
0.2015625,0.272265625
0.40156250000000004,0.622265625
0.3015625,0.447265625
0.1015625,0.7972656250000001
0.10234375000000001,0.4486328125000001
0.30234375,0.7986328125000001
0.40234375,0.27363281250000004
0.20234375000000002,0.6236328125
0.25234375,0.18613281250000002
0.45234375000000004,0.5361328125
0.35234375000000007,0.36113281250000007
0.15234375,0.7111328125
0.17734375000000002,0.2298828125
0.37734375,0.5798828125000001
0.47734375000000007,0.4048828125
